,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
2097,1852483,3,3489330.0,3976601.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2098,1852483,3,3489330.0,3976602.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,73.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2099,1852483,3,3489330.0,3976603.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,54.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2100,1852483,3,3489330.0,3976604.0,5.0,2.0,4.0,2.0,0.0,0.0,2.0,70.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2103,1852562,3,3489480.0,3976777.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,59.0,3.0,1.0,9.0,9.0,,,,,,0.0,51.0,42.0,,33.0,,,,87.0,1.0,,0.0
2105,1852562,3,3489481.0,3976778.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2107,1852562,3,3489482.0,3976779.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2110,1852623,3,3489598.0,3976923.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2112,1852623,3,3489599.0,3976924.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2113,1852623,3,3489599.0,3976925.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,33.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2116,1852657,3,3489659.0,3977004.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0,3.0,1.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
2118,1852657,3,3489660.0,3977005.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,25.0,2.0,4.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2121,1852691,3,3489723.0,3977087.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2122,1852691,3,0.0,3977088.0,2.0,,1.0,3.0,0.0,0.0,2.0,0.0,,,4.0,,,1.0,5.0,1.0,4.0,37.0,57.0,28.0,71.0,2.0,18.0,19.0,,,,,0.0
2125,1852735,3,3489808.0,3977180.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2127,1852735,3,3489809.0,3977181.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,45.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2130,1852769,3,3489869.0,3977246.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,1.0,1.0,9.0,9.0,,,,,,0.0,44.0,,,5.0,,,,,,,0.0
2132,1852769,3,3489870.0,3977247.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,40.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2133,1852769,3,3489870.0,3977248.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,48.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2136,1852773,3,3489876.0,3977255.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,2.0,4.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2138,1852773,3,3489877.0,3977256.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,1.0,4.0,9.0,,,,,,0.0,34.0,31.0,,6.0,,,,,,,0.0
2141,1852807,3,3489937.0,3977325.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,38.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2143,1852807,3,3489938.0,3977326.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,43.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2146,1852828,3,3489978.0,3977371.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,67.0,1.0,1.0,9.0,2.0,9.0,,,,,0.0,27.0,,,2.0,,,,86.0,0.0,0.0,0.0
2147,1852828,3,0.0,3977372.0,2.0,,1.0,6.0,0.0,0.0,1.0,28.0,,,3.0,6.0,,1.0,7.0,3.0,14.0,0.0,0.0,,,19.0,,,,,,,0.0
2150,1852853,3,3490024.0,3977432.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,26.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2152,1852853,3,3490025.0,3977433.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,1.0,4.0,9.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2155,1852870,3,3490059.0,3977473.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,76.0,1.0,3.0,9.0,2.0,0.0,,,,,0.0,47.0,,,1.0,,,,,0.0,0.0,0.0
2156,1852870,3,3490059.0,3977474.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,75.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2158,1852870,3,3490060.0,3977475.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2161,1852889,3,3490095.0,3977519.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0,1.0,9.0,9.0,,,,,,0.0,29.0,,,2.0,,,,,,,0.0
2162,1852889,3,0.0,3977520.0,2.0,,1.0,3.0,0.0,0.0,1.0,0.0,,,4.0,,,1.0,0.0,0.0,1.0,35.0,0.0,,,0.0,,,,,,,0.0
2165,1852933,3,3490178.0,3977612.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2167,1852933,3,3490179.0,3977613.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2168,1852933,3,3490179.0,3977614.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2171,1852934,3,3490180.0,3977615.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
2173,1852934,3,3490181.0,3977616.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,9.0,9.0,0.0
2174,1852934,3,3490181.0,3977617.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,19.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2177,1852937,3,3490186.0,3977622.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,41.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2179,1852937,3,3490187.0,3977623.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2180,1852937,3,3490187.0,3977624.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,50.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2183,1852965,3,3490237.0,3977683.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
2185,1852965,3,3490238.0,3977684.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2188,1852981,3,3490269.0,3977723.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,66.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2190,1852981,3,3490270.0,3977724.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2193,1853011,3,3490329.0,3977782.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,49.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,0.0,0.0,0.0
2195,1853011,3,3490330.0,3977783.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2198,1853019,3,3490347.0,3977802.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2200,1853019,3,3490348.0,3977803.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2201,1853019,3,3490348.0,3977804.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,15.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2202,1853019,3,3490348.0,3977805.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,6.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2205,1853209,3,3490708.0,3978239.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,2.0,9.0,2.0,1.0,,,,,25.0,80.0,,,16.0,,,,86.0,0.0,0.0,0.0
2206,1853209,3,3490708.0,3978240.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,24.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2209,1853242,3,3490764.0,3978306.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,69.0,1.0,1.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2211,1853242,3,3490765.0,3978307.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,2.0,1.0,,,,,22.0,0.0,,,0.0,,,,,,,0.0
2213,1853242,3,3490766.0,3978308.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2214,1853242,3,3490766.0,3978309.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2217,1853265,3,3490807.0,3978360.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2219,1853265,3,3490808.0,3978361.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,56.0,1.0,1.0,4.0,9.0,,,,,,22.0,0.0,,,0.0,,,,,,,0.0
2220,1853265,3,3490808.0,3978362.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2222,1853265,3,3490809.0,3978363.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2225,1853304,3,3490877.0,3978446.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,50.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,34.0,,,6.0,,,,,,,0.0
2227,1853304,3,3490878.0,3978447.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2228,1853304,3,3490878.0,3978448.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,7.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2231,1853339,3,3490939.0,3978515.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,54.0,3.0,1.0,9.0,9.0,,,,,,0.0,43.0,26.0,,7.0,,,,85.0,1.0,,0.0
2233,1853339,3,3490940.0,3978516.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2234,1853339,3,3490940.0,3978517.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,24.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2237,1853353,3,3490962.0,3978541.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,45.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2239,1853353,3,3490963.0,3978542.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,2.0,4.0,4.0,0.0,0.0,,,,,0.0,34.0,,,6.0,,,,86.0,0.0,0.0,0.0
2242,1853448,3,3491129.0,3978734.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2244,1853448,3,3491130.0,3978735.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2247,1853466,3,3491160.0,3978777.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2249,1853466,3,3491161.0,3978778.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
2250,1853466,3,3491161.0,3978779.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,42.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2251,1853466,3,3491161.0,3978780.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,42.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2254,1853499,3,3491223.0,3978847.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,83.0,1.0,1.0,4.0,2.0,1.0,,,,,28.0,80.0,,,17.0,,,,,0.0,0.0,0.0
2256,1853499,3,3491224.0,3978848.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2259,1853505,3,3491236.0,3978861.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,52.0,8.0,,32.0,8.0,,,,0.0,0.0,0.0
2261,1853505,3,3491237.0,3978862.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2264,1853514,3,3491253.0,3978880.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,76.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,0.0,0.0,0.0
2266,1853514,3,3491254.0,3978881.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,44.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,99.0,,0.0,0.0,0.0
2269,1853517,3,3491259.0,3978887.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,58.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2271,1853517,3,3491260.0,3978888.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,57.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2274,1853519,3,3491262.0,3978891.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,51.0,79.0,81.0,33.0,,,,12.0,1.0,0.0,0.0
2277,1853543,3,3491306.0,3978941.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,61.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,97.0,,,0.0,,,,,,,0.0
2279,1853543,3,3491307.0,3978942.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,9.0,9.0,,,,,,0.0,97.0,,,0.0,,,,,,,0.0
2282,1853582,3,3491378.0,3979026.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2284,1853582,3,3491379.0,3979027.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,2.0,,,,,,0.0,28.0,4.0,,2.0,8.0,,,,0.0,0.0,0.0
2287,1853585,3,3491384.0,3979032.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2290,1853606,3,3491426.0,3979077.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,60.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,28.0,20.0,,2.0,4.0,,,,0.0,0.0,0.0
2292,1853606,3,3491427.0,3979078.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,38.0,8.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2295,1853699,3,3491598.0,3979289.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
2297,1853699,3,3491599.0,3979290.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,53.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2300,1853728,3,3491651.0,3979346.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,33.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,43.0,,,7.0,,,,,,,0.0
2302,1853728,3,3491652.0,3979347.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2303,1853728,3,3491652.0,3979348.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,24.0,,,3.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2305,1853728,3,3491653.0,3979349.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,57.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2306,1853728,3,3491653.0,3979350.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,51.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2309,1853731,3,3491657.0,3979354.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,47.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,16.0,,,27.0,,,,,0.0,0.0,0.0
2310,1853731,3,0.0,3979355.0,2.0,,1.0,3.0,0.0,0.0,1.0,54.0,,,4.0,,,0.0,0.0,0.0,4.0,37.0,71.0,,,18.0,19.0,,,,,,0.0
2313,1853788,3,3491762.0,3979480.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,78.0,1.0,1.0,4.0,2.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
2315,1853788,3,3491763.0,3979481.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2318,1853809,3,3491804.0,3979528.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
2320,1853809,3,3491805.0,3979529.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2321,1853809,3,3491805.0,3979530.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,20.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2324,1853845,3,3491872.0,3979615.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2326,1853845,3,3491873.0,3979616.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,54.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2328,1853845,3,3491874.0,3979617.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2331,1853856,3,3491895.0,3979640.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,3.0,2.0,1.0,,,,,38.0,43.0,26.0,,7.0,27.0,,,86.0,0.0,0.0,0.0
2333,1853856,3,3491896.0,3979641.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,72.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
2336,1853862,3,3491908.0,3979655.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2337,1853862,3,3491908.0,3979656.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,52.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2339,1853862,3,3491909.0,3979657.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,57.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
2342,1853863,3,3491910.0,3979658.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,0.0,0.0,0.0
2344,1853863,3,3491911.0,3979659.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,23.0,1.0,0.0,0.0
2345,1853863,3,3491911.0,3979660.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,41.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2346,1853863,3,3491911.0,3979661.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,13.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2349,1853879,3,3491941.0,3979694.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,29.0,,,2.0,,,,,,,0.0
2350,1853879,3,0.0,3979695.0,2.0,,1.0,3.0,0.0,0.0,2.0,0.0,,,3.0,,,1.0,0.0,0.0,1.0,35.0,0.0,,,0.0,,,,,,,0.0
2353,1853892,3,3491964.0,3979727.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,68.0,1.0,1.0,9.0,2.0,1.0,,,,,17.0,81.0,,,0.0,,,,86.0,0.0,0.0,0.0
2354,1853892,3,3491964.0,3979728.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,67.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2357,1853898,3,3491976.0,3979741.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,0.0,0.0,0.0
2358,1853898,3,3491976.0,3979742.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,15.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2360,1853898,3,3491977.0,3979743.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2362,1853898,3,3491978.0,3979744.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,69.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2365,1853962,3,3492102.0,3979876.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,41.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,1.0,,,8.0,,,,3.0,1.0,,0.0
2367,1853962,3,3492103.0,3979877.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2368,1853962,3,3492103.0,3979878.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,46.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2371,1854007,3,3492184.0,3979975.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,2.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
2373,1854007,3,3492185.0,3979976.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0,1.0,3.0,0.0,,,,,,0.0,28.0,4.0,,2.0,8.0,,,,0.0,0.0,0.0
2374,1854007,3,3492185.0,3979977.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,43.0,,,3.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2375,1854007,3,3492185.0,3979978.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,50.0,,,4.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2378,1854013,3,3492194.0,3979989.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,80.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
2380,1854013,3,3492195.0,3979990.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,64.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
2383,1854063,3,3492275.0,3980073.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,37.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,50.0,,,30.0,,,,,0.0,0.0,0.0
